Symbol,Company,Sector,MarketCap,Payout Ratio,RevenueGrowth,OperatingMargin,BookValue,FreeCashFlow,TrailingPE,ForwardPE,EPS,ROE,ProfitMargin,DebttoEquity,revenue,gross_profits,ebitda,net_income,eps_forward,eps_growth,dividend_yield,dividend_rate,target_mean_price,target_high_price,target_low_price,Fair Value (Trailing),Fair Value (Forward),Last Open,Last Close,52W High,52W Low,MA10,MA14,MA20,MA30,MA50,MA60,MA75,MA100,MA150,MA200,MA250
HPQ,HP Inc.,Technology,22523762688,0.44,0.04,0.07,-0.37,2822749952,9.05,6.66,2.65,,0.05,,55295000576,11392000000,4540000256,2528999936,3.6,-0.1,5,1.2,25.88,30,20,23.98,23.98,24.1,23.98,32.43,21.03,23.68,24.17,24.96,25.88,26.44,26.76,26.84,26.39,26.09,26.5,27.7
HRL,Hormel Foods Corporation,Consumer Defensive,12776464384,0.84,0.05,0.08,14.7,358622496,16.96,13.75,1.37,0.09,0.06,35.3,12058590208,1973089024,1291505024,754529984,1.69,0.03,5.04,1.17,26.69,31,24,23.23,23.23,23.04,23.23,82.49,60.56,22.59,22.49,22.2,22.68,23.24,23.51,24.3,25.41,26.77,27.28,27.81
HSIC,"Henry Schein, Inc.",Healthcare,9125446656,0,0.05,0.06,28.35,285124992,23.74,14.47,3.17,0.08,0.03,70.22,12938000384,4035000064,1011000000,391000000,5.2,0.08,,,77,90,58,75.25,75.25,75.31,75.25,18.32,11.93,72.76,72.75,71.15,68.54,67.47,67.61,67.78,68.27,69.05,69.34,70.32
HST,"Host Hotels & Resorts, Inc.",Real Estate,12357266432,0.75,0.01,0.07,9.69,1140625024,16.74,18.29,1.06,0.11,0.12,82.83,5950000128,1722000000,1603000064,738000000,0.97,0.97,4.51,0.8,19.68,24,17,17.74,17.74,17.8,17.74,202.98,136.73,17.37,17.55,17.18,16.94,16.89,16.97,16.86,16.6,16.07,15.66,15.89
HSY,The Hershey Company,Consumer Defensive,38164160512,0.82,0.07,0.14,22.51,1231904640,28.17,22.4,6.68,0.31,0.12,125.76,11489094656,4334865920,2450479104,1359832960,8.4,-0.38,2.91,5.48,189.14,220,131,188.2,188.2,188.39,188.2,484.26,297.55,182.84,179.55,175.63,177.59,182.18,182.79,182.18,180.61,174.64,172.26,169.66
HUBB,Hubbell Incorporated,Industrials,22770931712,0.33,0.04,0.23,69.27,513700000,26.81,24.18,15.98,0.25,0.15,58.21,5686199808,1999299968,1350400000,858400000,17.72,0.14,1.33,5.68,478.67,530,405,428.47,428.47,429.91,428.47,314.25,206.15,423.9,433.34,443.17,441.23,434.92,435.51,435.33,432.93,416.74,399.61,405.49
HUM,Humana Inc.,Healthcare,29585973248,0.33,0.11,0.02,154,1578249984,22.99,14.61,10.7,0.07,0.01,69.69,1.26362E+11,18890000384,3860999936,1291000064,16.84,-0.59,1.44,3.54,286.62,353,215,245.99,245.99,237.64,245.99,211.83,104.84,233.44,236.35,247.52,260.71,263.55,266.95,272.37,264.31,256.03,257.67,260.55
HWM,Howmet Aerospace Inc.,Industrials,82363580416,0.11,0.14,0.26,12.62,910000000,57.48,64.55,3.56,0.3,0.18,65.18,7975000064,2654000128,2244999936,1448000000,3.17,0.17,0.22,0.44,232.15,250,209,204.63,204.63,204.2,204.63,73.35,32.73,201.18,203.01,203.65,201.3,197.26,194.9,190.64,188.98,181.34,168.08,158.13
IBKR,"Interactive Brokers Group, Inc.",Financial Services,1.09119E+11,0.14,0.23,0.79,11.47,,31.01,9.29,2.07,0.23,0.15,145.38,5996000256,5510000128,,917000000,6.91,0.41,0.5,0.32,77.11,91,52,64.19,64.19,63.91,64.19,319.35,200.03,63.67,65.85,67.3,67.4,67.74,66.86,66.07,65.31,60.44,56.69,55.01
IBM,International Business Machines Corporation,Technology,2.83421E+11,0.8,0.09,0.17,29.85,13460625408,36.1,28.58,8.4,0.3,0.12,237.83,65401999360,37808001024,17767000064,7919000064,10.61,,2.22,6.72,290.89,360,198,303.21,303.21,305.18,303.21,188.82,141.12,298.59,302.03,303.03,299.37,291.1,284.87,275.94,272.74,269.96,263.21,255.64
ICE,"Intercontinental Exchange, Inc.",Financial Services,89464004608,0.34,0.03,0.49,50.25,3630374912,28.47,23.19,5.49,0.11,0.32,67.95,9749999616,9749999616,6071000064,3161999872,6.74,0.25,1.23,1.92,190.29,218,165,156.29,156.29,155.84,156.29,735,356.14,153.28,152.66,150.92,152.57,157.08,159.74,163.45,168.36,170.95,169.74,166.44
IDXX,"IDEXX Laboratories, Inc.",Healthcare,60480352256,0,0.13,0.32,19.52,675227520,59.9,63.21,12.62,0.65,0.25,71.29,4167410944,2572124928,1437280000,1027425024,11.96,0.21,,,754.83,830,420,755.96,755.96,767.81,755.96,233.84,151.55,711.78,711.56,704.94,682.49,663.01,659.95,656.67,635.29,593.44,551.08,526.91
IEX,IDEX Corporation,Industrials,13081918464,0.44,0.1,0.21,53.48,562675008,27.49,20.39,6.32,0.12,0.14,48.12,3421299968,1524400000,917200000,478100000,8.52,0.08,1.63,2.84,193.38,212,170,173.76,173.76,173.02,173.76,91.09,59.14,166.86,167.46,167.87,167.84,165.67,165.04,164.92,167.01,171.01,173.1,181.16
IFF,International Flavors & Fragrances Inc.,Basic Materials,17883713536,1.68,-0.08,0.09,55.56,3429343744,,15.14,-1.85,-0.03,-0.04,46.87,11072000000,4028000000,1748749952,-472000000,4.61,-0.31,2.29,1.6,82.08,105,66,,69.78,68.74,69.78,106.47,53.56,66.8,65.96,65,64.87,63.46,63.67,64.14,66.09,69.2,71.16,73.82
INCY,Incyte Corporation,Healthcare,20741494784,0,0.2,0.32,23.71,531249760,17.91,17.21,5.9,0.3,0.25,0.89,4813105152,2718851072,1324280064,1188583040,6.14,2.91,,,95.57,129,70,105.65,105.65,105.61,105.65,42.48,17.67,104.02,104.9,103.5,98.73,93.36,91.99,90.69,86.27,79.31,75.63,74.86
INTC,Intel Corporation,Technology,1.75584E+11,0,0.03,0.06,22.32,-4420874752,613.5,37.95,0.06,0,0,39.88,53439000576,17646999552,10437000192,198000000,0.97,,,,37.27,52,20.4,36.81,36.81,36.2,36.81,812.22,530.03,35.21,36.03,36.84,37.42,36.3,34.36,32.32,29.66,26.8,25.67,24.63
INTU,Intuit Inc.,Technology,1.75405E+11,0.3,0.41,0.16,69.38,5059874816,43.3,28.3,14.53,0.22,0.21,,19433000960,15687999488,5846000128,4118000128,22.23,-0.18,0.71,4.48,805.22,971,600,629.13,629.13,647.43,629.13,35.13,27.38,648.99,650.4,653.75,659.1,665.22,664.35,668.06,692.03,699.77,672.41,662.22
INVH,Invitation Homes Inc.,Real Estate,17121666048,1.22,0.07,0.27,15.7,1083813760,29.4,37.74,0.95,0.06,0.22,85.69,2689620992,1571510016,1478686976,585596992,0.74,0.47,4.15,1.16,34.7,41,30,27.93,27.93,27.92,27.93,58.71,35.79,27.99,28.11,28.16,28.29,28.47,28.69,29.02,29.54,30.72,31.14,31.11
IP,International Paper Company,Consumer Cyclical,20783587328,1.58,0.56,-0.03,32.8,-1002625024,,13.12,-1.18,-0.04,-0.05,61.48,24334000128,7165000192,2016000000,-555000000,3,,4.7,1.85,48.07,57.8,36,,39.36,39.03,39.36,31.81,21.93,37.41,37.49,37.29,40.47,42.57,43.19,44.07,45.45,45.7,46.77,48.14
IPG,"The Interpublic Group of Companies, Inc.",Communication Services,8999164928,0.9,-0.05,0.17,10.06,1086712448,16.83,8.93,1.46,0.15,0.06,111.66,8739500032,2092400000,1713500032,545800000,2.75,5.8,5.37,1.32,33.06,39,25,24.57,24.57,24.66,24.57,225,134.65,25.04,25.12,25.18,25.71,26.03,26.12,26.15,25.78,25.16,25.2,25.67
IQV,IQVIA Holdings Inc.,Healthcare,39475539968,0,0.05,0.14,36.17,2455624960,31.84,19.2,7.28,0.19,0.08,242.37,15904000000,5372000256,2926000128,1283000064,12.07,0.24,,,247.5,268,200,231.8,231.8,230.44,231.8,105.95,65.58,222.89,220.85,218.53,217.44,208.34,204.79,201.66,195.77,180.95,179.55,183.82
IR,Ingersoll Rand Inc.,Industrials,31744532480,0.06,0.05,0.2,25.62,1151687552,59.16,22.56,1.35,0.05,0.07,47.62,7458299904,3260999936,1970899968,545100032,3.54,0.13,0.1,0.08,87.7,100,75,79.87,79.87,79.25,79.87,121.5,71.19,76.28,76.61,76.84,77.49,78.83,78.95,79.05,80.17,80.64,80.42,83.25
IRM,Iron Mountain Incorporated,Real Estate,25485727744,5.69,0.13,0.21,-2.98,-1208413568,159.67,43.99,0.54,,0.02,,6639848960,3693936128,2233931008,159252992,1.96,,4.01,3.46,116.73,140,44,86.22,86.22,85.53,86.22,616,425,87.2,91.27,94.51,97.86,99.89,99.24,97.55,97.11,97.21,94.27,96.46
ISRG,"Intuitive Surgical, Inc.",Healthcare,2.05848E+11,0,0.23,0.3,47.7,1966412544,75.76,73.06,7.58,0.17,0.29,,9612000256,6380199936,3411899904,2746899968,7.86,0.25,,,592.96,700,378,574.23,574.23,579.85,574.23,584.01,222.54,560.86,563.53,556.65,539.8,500.48,492.34,488.51,490.74,506.1,509.55,518.9
IT,"Gartner, Inc.",Technology,17513902080,0,0.03,0.16,7.63,1072338112,20.2,17.53,11.45,1.09,0.14,512.09,6459774976,4403871232,1313932032,885651968,13.19,-0.91,,,284.27,457,218,231.25,231.25,234.88,231.25,273.07,212.05,229.55,229.74,232.49,237.65,243.89,244.04,244.21,265.18,317.64,350.01,382.41
ITW,Illinois Tool Works Inc.,Industrials,72580587520,0.59,0.02,0.28,11.06,2440999936,24.15,23.27,10.31,0.92,0.19,278.65,15882999808,6976999936,4592999936,3025999872,10.7,-0.28,2.59,6.44,260.72,298,215,248.99,248.99,247.12,248.99,24.75,11.33,244.24,244.5,244.4,246.18,250.04,252.12,254.14,254.67,250.81,249.56,250.76
IVZ,Invesco Ltd.,Financial Services,10939491328,0.56,0.08,0.17,24.7,761225024,16.69,12.98,1.47,0.07,0.17,10.98,6278099968,1777400064,1257500032,669200000,1.89,4.5,3.42,0.84,26.38,32,22,24.53,24.53,24.3,24.53,168.44,104.68,23.38,23.47,23.4,23.25,23.13,22.94,22.6,21.84,19.43,18.29,18.05
J,Jacobs Solutions Inc.,Industrials,16324419584,0.48,,0.11,30.57,811144768,52.66,20.43,2.58,0.07,0.02,58.07,12029783040,2984933888,1265025024,314214016,6.65,-0.63,0.94,1.28,156.53,180,130,135.86,135.86,134.95,135.86,198.1,121.7,141.42,145.08,148.17,151.92,152.06,151.01,150.26,147.9,140.69,135.65,135.32
JBHT,"J.B. Hunt Transport Services, Inc.",Industrials,16784994304,0.3,-0.01,0.08,37.51,354205888,30.05,24.15,5.77,0.15,0.05,53.13,12048818176,2277251072,1566736000,572667008,7.18,0.18,1.01,1.76,165.57,186,133,173.4,173.4,171.6,173.4,237.14,108.57,164.88,166.11,167,166.94,154.58,152.06,150.52,149.44,146.3,146.79,152.19
JBL,Jabil Inc.,Technology,22239682560,0.05,0.18,0.06,14.08,1279874944,34.95,20.7,5.93,0.4,0.02,246.01,29802000384,2646000128,2120000000,657000000,10.01,0.69,0.15,0.32,245.62,267,205,207.23,207.23,203.78,207.23,123.37,67.78,200.05,204.15,208.14,208.4,209.97,210.36,210.1,213.19,201.52,186.77,179.47
JCI,Johnson Controls International plc,Industrials,76098486272,0.57,0.03,0.15,21.15,2325625088,44.22,27.75,2.63,0.11,0.14,86.38,23595999232,8592000000,3836999936,1720999936,4.19,1.81,1.38,1.6,131.78,142,119,116.29,116.29,114.69,116.29,194.68,144.12,115.58,117.52,117.06,115.06,112.3,111.45,110.41,109.54,105.77,99.49,95.72
JKHY,"Jack Henry & Associates, Inc.",Technology,12637931520,0.35,0.07,0.29,29.96,303682112,26.43,27.52,6.58,0.23,0.2,3.17,2419044096,1053163008,658918976,480543008,6.32,0.21,1.33,2.32,181.23,208,164,173.92,173.92,173.63,173.92,194.48,137.37,167.94,166.83,163.02,160.25,156.24,156.98,157.89,161.51,167.12,168.72,169.56
JNJ,Johnson & Johnson,Healthcare,5.00073E+11,0.49,0.07,0.3,32.95,12008999936,20.03,19.58,10.36,0.34,0.27,57.77,92148998144,62988001280,31921999872,25119000576,10.6,0.91,2.51,5.2,201.67,230,155,207.56,207.56,206.49,207.56,316.47,200.22,201.04,197.77,194.28,192.81,188.91,186.83,184.52,179.34,169.95,166.53,161.99
JPM,JPMorgan Chase & Co.,Financial Services,8.45934E+11,0.27,0.09,0.44,124.96,,15.24,18.38,20.18,0.16,0.35,,1.67229E+11,1.67229E+11,,56660000768,16.74,0.16,1.95,6,328.09,370,250,307.64,307.64,305,307.64,83.42,76.48,302.12,306.31,307.63,305.07,306.65,305.83,303.47,300.15,288.19,276.44,270.5
K,Kellanova,Consumer Defensive,29087168512,0.63,0.01,0.15,12.08,504000000,22.84,69.67,3.66,0.32,0.1,145.1,12670000128,4461000192,2291000064,1276999936,1.2,-0.16,2.78,2.32,83.39,83.5,83,83.6,83.6,83.52,83.6,35.62,25.03,83.42,83.39,83.32,83.22,82.26,81.77,81.28,80.77,80.66,80.77,80.52
KDP,Keurig Dr Pepper Inc.,Consumer Defensive,37605580800,0.79,0.11,0.23,18.64,1392375040,23.86,13.5,1.16,0.06,0.1,73.57,16174000128,8856999936,4298999808,1582000000,2.05,0.08,3.32,0.92,34.73,42,30,27.68,27.68,27.03,27.68,19.41,12.43,27.24,27.01,26.96,27.26,26.74,26.84,27.89,29.24,30.47,31.17,31.17
KEY,KeyCorp,Financial Services,20175890432,1.01,2.03,0.34,15.82,,22.72,11.79,0.81,0.06,0.18,,5934000128,5934000128,,932000000,1.56,,4.46,0.82,21.51,43,18,18.4,18.4,18.37,18.4,187.67,121.43,17.67,17.77,17.69,17.6,17.94,18.11,18.2,18.13,17.41,16.87,16.93
KEYS,"Keysight Technologies, Inc.",Technology,33716480000,0,0.1,0.15,34.33,1212499968,39.08,28.15,5.02,0.16,0.16,47.27,5375000064,3336999936,1152000000,869000000,6.97,,,,213.38,232,190,196.19,196.19,195,196.19,32.38,23.7,179.4,180.35,180.97,176.23,174.54,173.84,171.95,169.9,166.26,162.94,164.02
KHC,The Kraft Heinz Company,Consumer Defensive,30301583360,0.73,-0.02,0.18,35.01,2780375040,,8.34,-3.71,-0.1,-0.17,50.97,25163999232,8488999936,6006000128,-4366000128,3.07,,6.25,1.6,27.08,51,24,,25.6,25.35,25.6,24.7,17.52,25.07,24.91,24.72,24.94,25.28,25.47,25.82,26.19,26.28,26.98,27.36
KIM,Kimco Realty Corporation,Real Estate,13963764736,1.2,0.06,0.34,15.48,845290112,24.84,29.46,0.83,0.06,0.28,78.19,2123057024,1465453056,1299628032,561379968,0.7,0,5.04,1.04,24.27,30,22,20.62,20.62,20.63,20.62,169.7,85.9,20.32,20.38,20.42,20.96,21.19,21.38,21.44,21.38,21.13,20.94,21.25
KKR,KKR & Co. Inc.,Financial Services,1.11879E+11,0.3,0.13,0.31,30.54,,50.77,19.91,2.38,0.08,0.11,74.35,22245685248,12897487872,,2271944960,6.07,0.41,0.61,0.74,157.81,205,139,120.83,120.83,121.11,120.83,1284.47,548.81,117.86,118.83,118.66,119.24,124.13,126.9,129.56,133.32,129.84,126.53,131.84
KLAC,KLA Corporation,Technology,1.52632E+11,0.23,0.13,0.42,37.91,2757365760,36.37,35.32,31.87,0.99,0.34,122.13,12524316672,7676810752,5626762240,4236832000,32.82,0.21,0.66,7.6,1287.27,1500,1000,1159.07,1159.07,1157.75,1159.07,147.59,99.22,1135.77,1153.63,1170.4,1166.9,1127.41,1096.42,1053.73,1018.02,945.42,881.28,841.6
KMB,Kimberly-Clark Corporation,Consumer Defensive,35936948224,0.85,0,0.17,4.01,1400875008,18.32,14.19,5.91,1.37,0.1,500.07,19723999232,7031000064,3910000128,1971000064,7.63,-0.5,4.65,5.04,128.87,162,100,108.29,108.29,106.4,108.29,30.15,23.17,104.6,104.29,105.19,110.05,114.88,117.07,119.67,121.92,125.31,128.11,127.88
KMI,"Kinder Morgan, Inc.",Energy,59957293056,0.95,0.12,0.26,13.82,906625024,22.09,21.39,1.22,0.09,0.17,102.14,16416000000,8064000000,6861000192,2712000000,1.26,0,4.34,1.17,31.2,38,25,26.95,26.95,26.65,26.95,73.29,59.3,26.93,26.92,26.63,26.57,26.94,26.92,26.82,26.87,26.97,26.75,26.74
KO,The Coca-Cola Company,Consumer Defensive,3.13651E+11,0.67,0.05,0.32,7.26,1412875008,24.13,24.54,3.02,0.42,0.27,144.77,47663001600,29376000000,16307000320,13031000064,2.97,0.3,2.8,2.04,79.13,85,72,72.88,72.88,72.6,72.88,74.52,56.24,71.75,71.55,70.69,70.28,68.76,68.47,68.57,68.67,69.18,69.24,67.67
KR,The Kroger Co.,Consumer Defensive,44419317760,0.32,0,0.03,12.34,2915749888,17.01,14.64,3.94,0.25,0.02,271.4,1.47E+11,35155001344,8025999872,2705999872,4.58,0.42,2.09,1.4,75.95,85,65,67.03,67.03,66.22,67.03,24.71,14.02,66.27,65.79,65.09,65.97,66.07,66.24,66.8,67.87,68.04,67.42,65.9
KVUE,Kenvue Inc.,Consumer Defensive,33046382592,1.1,-0.04,0.19,5.55,1753374976,22.96,14.11,0.75,0.13,0.1,85.66,15006000128,8753000448,3540999936,1432999936,1.22,0.04,4.82,0.83,19.33,23,17,17.22,17.22,16.98,17.22,103.52,78.87,16.58,16.58,16.22,15.7,15.94,16.37,17.26,18.28,19.53,20.22,20.33
L,Loews Corporation,Financial Services,22455982080,0.04,0.05,0.17,88.39,2510125056,15.69,37.33,6.9,0.08,0.08,49.12,18265999360,6682999808,2912000000,1452000000,2.9,0.33,0.23,0.25,,,,108.26,108.26,107.75,108.26,205.77,122.65,105.76,105.06,103.6,102.11,101.38,100.6,99.67,97.67,94.67,92.46,90.88
LDOS,"Leidos Holdings, Inc.",Technology,24422680576,0.15,0.07,0.12,38.4,751374976,17.76,18.22,10.72,0.29,0.08,105.55,17332000768,3052999936,2335000064,1404999936,10.45,0.05,0.9,1.72,218.08,235,178,190.36,190.36,191.8,190.36,171.44,97.13,189.06,191.12,191.98,190.9,190.42,188.86,187.09,181.49,171.53,162.31,159.62
LEN,Lennar Corporation,Consumer Cyclical,32422344704,0.2,-0.06,0.08,88.5,8794450944,12.99,8.13,10.11,0.11,0.08,24.89,34766213120,6777273856,3651228928,2657505024,16.14,-0.46,1.52,2,127.5,161,92,131.28,131.28,131.2,131.28,293.72,208.23,121.23,121.9,121.91,123.47,123.7,125.89,127.12,124.07,118.76,117.65,121.48
LH,Labcorp Holdings Inc.,Healthcare,22293235712,0.28,0.09,0.11,104.78,1123149952,26.33,16.75,10.19,0.1,0.06,75.56,13765300224,3915599872,1963500032,855200000,16.02,0.56,1.07,2.88,299.71,342,260,268.27,268.27,268.01,268.27,308.12,190.25,264.07,263.28,259.78,265.43,270.59,271.46,271.96,267.96,261.98,255.23,251.17
LHX,"L3Harris Technologies, Inc.",Industrials,51664359424,0.51,0.07,0.13,104.36,2759375104,29.76,19.19,9.28,0.09,0.08,60.63,21739999232,5576000000,4076999936,1759000064,14.39,0.17,1.74,4.8,334.16,369,279,276.14,276.14,276.96,276.14,687.72,479.4,282.36,286.3,286.89,287.26,289.57,287.32,284.29,279.86,264.99,250.3,243.05
LII,Lennox International Inc.,Industrials,17330319360,0.21,-0.05,0.21,30.51,299837504,20.84,21.12,23.68,0.92,0.16,128.03,5345299968,1774899968,1160700032,841400000,23.36,0.04,1.05,5.2,573.86,700,475,493.4,493.4,481.72,493.4,484.83,406.06,466.21,472.01,478.79,489.4,507.06,515.6,527.91,549.08,554.47,559.28,572.68
LIN,Linde plc,Basic Materials,1.91268E+11,0.39,0.03,0.28,82.7,3498374912,27.32,24.06,14.93,0.18,0.21,64.67,33504000000,16341999616,13150000128,7093000192,16.95,0.27,1.47,6,505.61,560,381,407.9,407.9,407.5,407.9,43.77,28.42,414.25,417.09,417.56,427.12,443.78,449.09,454.77,457.72,458.23,456.8,452.01
LKQ,LKQ Corporation,Consumer Cyclical,7610732544,0.44,0.01,0.08,25.57,285750016,10.96,8.17,2.7,0.11,0.05,83.67,14097000448,5505999872,1640000000,696000000,3.62,-0.04,4.06,1.2,41.5,50,33,29.58,29.58,29.64,29.58,955.46,622.41,29.66,29.91,30.09,30.11,30.05,30.34,30.51,31.14,33.56,35.21,35.46
LLY,Eli Lilly and Company,Healthcare,9.89993E+11,0.28,0.54,0.48,26.56,1397924992,54.05,48.74,20.43,0.96,0.31,178.52,59419799552,49335701504,28728600576,18412099584,22.66,4.8,0.54,6,1024,1500,770,1104.34,1104.34,1102,1104.34,560.66,407.14,1053.54,1030.51,989.66,931.03,875.24,854.16,825.44,807.16,795.9,803.9,800.87
LMT,Lockheed Martin Corporation,Industrials,1.0603E+11,0.74,0.09,0.12,26.87,4426500096,25.32,16.16,17.94,0.63,0.06,358.99,73348997120,6053000192,7256999936,4200000000,28.11,0.02,3.04,13.8,528.17,630,430,454.16,454.16,453.3,454.16,69.23,54.42,462.37,460.59,467.24,474.91,483.47,480.62,473.39,464.04,464.65,460.07,463.02
LNT,Alliant Energy Corporation,Utilities,17782974464,0.63,0.12,0.29,28.43,-1113874944,21.75,21.42,3.18,0.11,0.19,163.15,4273999872,2004000000,1864999936,818000000,3.23,-0.05,2.93,2.03,71.6,79,65,69.18,69.18,68.68,69.18,275.13,203.22,68,67.89,67.57,67.65,67.03,66.49,66.19,65.54,63.76,63.06,62.01
LOW,"Lowe's Companies, Inc.",Consumer Cyclical,1.35501E+11,0.39,0.03,0.12,-18.51,5224875008,20,19.13,12.08,,0.08,,84254998528,28301000704,12519999488,6760999936,12.63,-0.04,1.99,4.8,272.5,320,219,241.61,241.61,237.5,241.61,166.92,56.07,230.35,231.41,232.84,236.12,240.63,245.27,247.38,242.23,235.47,233.72,237.69
LRCX,Lam Research Corporation,Technology,1.95637E+11,0.21,0.28,0.34,8.1,4278629376,34.25,36.33,4.53,0.62,0.3,43.99,19591788544,9661254656,6859485184,5810433024,4.27,0.44,0.67,1.04,159.02,200,84,155.14,155.14,152.97,155.14,423.32,159.25,148.08,151.93,154.49,152.55,146.07,140.28,132.42,124.1,111.18,101.91,96.83
LULU,lululemon athletica inc.,Consumer Cyclical,21805600768,0,0.07,0.21,36.88,1018826496,12.42,12.19,14.65,0.42,0.16,40.18,10904036352,6443886080,2976704000,1785750016,14.93,-0.02,,,193.54,303,120,181.94,181.94,178,181.94,37.75,23.55,169.65,169.55,168.48,170.75,171.88,171.28,177.24,186.32,216.48,241.26,270.14
LUV,Southwest Airlines Co.,Industrials,18413082624,1.14,0.01,0.01,15.04,-13625000,55.65,22.05,0.63,0.04,0.01,67.62,27551000576,5933000192,1684999936,379000000,1.59,-0.09,2.05,0.72,34.23,46,24.4,35.06,35.06,34.36,35.06,65.55,29.72,32.83,32.76,32.12,32.33,32.38,32.23,32.16,32.43,32.09,31.4,31.53
LVS,Las Vegas Sands Corp.,Consumer Cyclical,46850461696,0.43,0.24,0.24,2.32,1360249984,30.74,24.82,2.22,0.66,0.13,847.51,12263999488,9788000256,4255000064,1556000000,2.75,0.62,1.47,1,65.38,75.5,60,68.25,68.25,67.66,68.25,81.86,46.97,65.4,65.64,64.25,60.74,57.27,56.63,56.3,54.9,50.32,47.6,47.64
LW,"Lamb Weston Holdings, Inc.",Consumer Defensive,8306934784,0.71,0,0.11,12.85,471424992,28.66,11.97,2.08,0.16,0.05,223.02,6456500224,1460300032,1239800064,294100000,4.98,-0.48,2.48,1.48,66,80,60,59.61,59.61,58.96,59.61,79.66,42.26,57.17,58.08,59.3,61.14,60.45,59.77,58.9,57.4,55.74,54.95,56.95
LYB,LyondellBasell Industries N.V.,Basic Materials,15585088512,11.47,-0.1,0.06,32.93,848249984,,5.62,-4.03,-0.11,-0.03,124.32,37778001920,3084000000,2500999936,-1304999936,8.61,,11.32,5.48,53.78,90,40,,48.42,47.09,48.42,175.25,112.88,44.9,44.42,44.53,45.22,46.73,47.98,49.29,51.37,53.05,56.18,59.22
LYV,"Live Nation Entertainment, Inc.",Communication Services,30431023104,0,0.11,0.09,2.27,2466385152,94.96,54.15,1.38,0.56,0.04,473.81,24569493504,6177683968,2180762880,322208000,2.42,-0.56,,,169.14,190,135,131.05,131.05,129.73,131.05,600.98,463.61,131.23,134.18,137.46,142.86,149.16,152.58,154.8,153.61,149.79,145.4,143.72
MA,Mastercard Incorporated,Financial Services,4.92623E+11,0.19,0.17,0.6,8.78,16258499584,34.84,33.27,15.64,1.85,0.45,239.72,31473999872,31473999872,19612000256,14250000384,16.38,0.23,0.56,3.04,656.51,768,520,544.93,544.93,548.48,544.93,168.08,125.75,539.36,544.15,546.36,552.94,560.36,564.62,569.45,567.49,566.76,559.16,553.48
MAA,"Mid-America Apartment Communities, Inc.",Real Estate,16265454592,1.27,0.01,0.27,49.69,920064512,28.71,32.65,4.72,0.09,0.25,87.12,2203401984,1292546944,1238232064,552176000,4.15,-0.14,4.47,6.06,148.72,172,121,135.51,135.51,134.4,135.51,305.27,204.35,132.04,131.62,130.6,131.17,133.1,134.43,135.68,138.05,142.59,146.12,146.63
MAR,"Marriott International, Inc.",Consumer Cyclical,82699624448,0.27,0.06,0.66,-11.58,1176875008,32.17,28.74,9.47,,0.38,,6873999872,5606000128,4600000000,2611000064,10.6,0.29,0.88,2.68,291.92,332,215,304.65,304.65,303.51,304.65,81.54,55.74,290.3,290.39,284.24,277.99,272.54,271.3,270.3,269.92,266.97,262.02,266.05
MAS,Masco Corporation,Industrials,13487204352,0.31,-0.03,0.16,-0.38,648000000,16.48,14.57,3.91,5.64,0.11,1888.69,7597000192,2718000128,1447000064,827000000,4.42,0.17,1.92,1.24,73.67,86,64,64.42,64.42,62.97,64.42,322.65,271.85,61.23,61.44,62.01,64.01,66.12,67.38,68.56,68.14,66.34,66.88,68.64
MCD,McDonald's Corporation,Consumer Cyclical,2.2293E+11,0.6,0.03,0.47,-3.04,4394500096,26.68,24.77,11.71,,0.32,,26264000512,15082000384,14291999744,8415000064,12.61,0.02,2.38,7.44,331.53,371,250,312.4,312.4,311.57,312.4,76.67,33.63,306.81,305.76,304.06,305.05,303.38,304.26,305.49,303.83,303.75,303.9,300.49
MCHP,Microchip Technology Incorporated,Technology,28411291648,3.18,-0.02,0.08,12.39,1032800000,,20.22,-0.46,-0.03,-0.04,80.84,4212400128,2277100032,872800000,-242900000,2.6,-0.82,3.46,1.82,73.64,88,56,,52.57,51.87,52.57,867.63,556.3,51.4,52.43,54.87,58,60.58,61.19,61.99,63.72,62.63,59.31,58.68
MCK,McKesson Corporation,Healthcare,1.0992E+11,0.09,0.1,0.01,-14.02,6109749760,27.62,24.01,31.99,,0.01,,3.87094E+11,13324000256,6506999808,4032999936,36.81,3.77,0.37,3.28,934.79,1000,760,883.71,883.71,892.54,883.71,528.95,377.3,861.55,858.86,851.29,832.54,799.38,782.94,762.87,747.78,736.16,715.4,690.16
MCO,Moody's Corporation,Financial Services,87370973184,0.3,0.11,0.47,22.18,2067750016,39.22,36.57,12.42,0.55,0.3,181.35,7501000192,5532000256,3579000064,2244000000,13.32,0.23,0.77,3.76,541.75,620,460,487.13,487.13,484.95,487.13,70.58,52.78,478.54,481.31,481.7,480.79,480.67,485.06,490.03,494.04,488.12,481.02,481.13
MDLZ,"Mondelez International, Inc.",Consumer Defensive,74026622976,0.72,0.06,0.11,20.29,1953750016,21.43,16.68,2.67,0.13,0.09,83.62,37645000704,11690000384,5616999936,3531000064,3.43,-0.1,3.5,2,69.02,84,61.5,57.21,57.21,56.58,57.21,99.37,76.99,56.39,56.54,56.58,58.13,59.81,60.1,60.4,61.79,63.19,63.44,62.37
