Symbol,Name,Market Cap,Country,Volume,Sector,Industry
PSEC,Prospect Capital Corporation Common Stock,3430825200,United States,2195687,Finance,Finance/Investors Services
PSHG,Performance Shipping Inc. Common Shares,22567303,Greece,50251,Transportation,Marine Transportation
PSMT,PriceSmart Inc. Common Stock,2405536584,United States,54461,Consumer Services,Department/Specialty Retail Stores
PSNL,Personalis Inc. Common Stock,649813823,United States,311041,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
PSTI,Pluristem Therapeutics Inc. Common Stock,84421987,Israel,115643,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
PSTV,PLUS THERAPEUTICS Inc. Common Stock ,23500838,United States,116011,Health Care,Medical/Dental Instruments
PSTX,Poseida Therapeutics Inc. Common Stock,448795083,United States,79620,Consumer Durables,Specialty Chemicals
PT,Pintec Technology Holdings Limited American Depositary Shares,34668712,China,101344,Technology,Computer Software: Programming Data Processing
PTC,PTC Inc. Common Stock,12911996130,United States,1496795,Technology,Computer Software: Prepackaged Software
PTCT,PTC Therapeutics Inc. Common Stock,2786204239,United States,3136476,Health Care,Biotechnology: Pharmaceutical Preparations
PTE,PolarityTE Inc. Common Stock,40622145,United States,348283,Consumer Durables,Specialty Chemicals
PTEN,Patterson-UTI Energy Inc. Common Stock,1621945958,United States,1329011,Energy,Oil & Gas Production
PTGX,Protagonist Therapeutics Inc. Common Stock,1656646759,United States,288801,Health Care,Biotechnology: Pharmaceutical Preparations
PTIX,Protagenic Therapeutics Inc. Common Stock,30859587,United States,84920,Health Care,Biotechnology: Pharmaceutical Preparations
PTLO,Portillo's Inc. Class A Common Stock,1561908799,United States,1252763,Consumer Services,Restaurants
PTMN,Portman Ridge Finance Corporation Common Stock,224067634,United States,22901,Finance,Finance/Investors Services
PTNR,Partner Communications Company Ltd. American Depositary Shares,1129555157,Israel,109899,Public Utilities,Telecommunications Equipment
PTON,Peloton Interactive Inc. Class A Common Stock,14502300728,United States,13111523,Consumer Services,Other Consumer Services
PTPI,Petros Pharmaceuticals Inc. Common Stock,24064893,United States,6048992,Health Care,Biotechnology: Pharmaceutical Preparations
PTRA,Proterra Inc. Common Stock,2471235002,United States,1237247,Capital Goods,Auto Manufacturing
PTRS,Partners Bancorp Common Stock,174993426,United States,22001,Finance,Major Banks
PTSI,P.A.M. Transportation Services Inc. Common Stock,828052403,United States,21163,Transportation,Trucking Freight/Courier Services
PTVE,Pactiv Evergreen Inc. Common stock,2410613246,United States,31617,Consumer Durables,Containers/Packaging
PUBM,PubMatic Inc. Class A Common Stock,1909712305,United States,992287,Technology,Computer Software: Prepackaged Software
PULM,Pulmatrix Inc. Common Stock,38024366,United States,577695,Health Care,Biotechnology: Pharmaceutical Preparations
PUYI,Puyi Inc. American Depository Shares,385109206,China,46647,Finance,Investment Managers
PVBC,Provident Bancorp Inc. (MD) Common Stock,339328390,United States,25461,Finance,Major Banks
PWFL,PowerFleet Inc. Common Stock,227942705,United States,40447,Capital Goods,Telecommunications Equipment
PWOD,Penns Woods Bancorp Inc. Common Stock,172213458,United States,18322,Finance,Major Banks
PWP,Perella Weinberg Partners Class A Common Stock,1220422199,United States,241797,Finance,Investment Bankers/Brokers/Service
PXLW,Pixelworks Inc.  Common Stock,284767104,United States,608240,Technology,Semiconductors
PXS,Pyxis Tankers Inc. Common Stock,15091920,Greece,372392,Transportation,Marine Transportation
PYCR,Paycor HCM Inc. Common Stock,5248595781,United States,248637,Technology,Computer Software: Prepackaged Software
PYPD,PolyPid Ltd. Ordinary Shares,129983030,Israel,53491,Health Care,Medical/Dental Instruments
PYPL,PayPal Holdings Inc. Common Stock,2.22E+11,United States,13344030,Miscellaneous,Business Services
PYXS,Pyxis Oncology Inc. Common Stock,414135532,United States,125008,Health Care,Biotechnology: Pharmaceutical Preparations
PZZA,Papa John's International Inc. Common Stock,4866944911,United States,328227,Consumer Services,Restaurants
QCOM,QUALCOMM Incorporated Common Stock,2.02E+11,United States,7877559,Technology,Computer peripheral equipment
QCRH,QCR Holdings Inc. Common Stock,913240592,United States,33973,Finance,Major Banks
QDEL,Quidel Corporation Common Stock,5486884551,United States,413883,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
QFIN,360 DigiTech Inc. American Depositary Shares,3822091705,China,1103042,Finance,Finance: Consumer Services
QH,Quhuo Limited American Depository Shares,93786173,China,235110,Miscellaneous,Business Services
QIPT,Quipt Home Medical Corp. Common Shares,214439484,United States,88199,Capital Goods,Office Equipment/Supplies/Services
QIWI,QIWI plc American Depositary Shares,530662089,Cyprus,307266,Miscellaneous,Business Services
QK,Q&K International Group Limited American Depositary Shares,31615590,China,265967,Finance,Real Estate
QLGN,Qualigen Therapeutics Inc. Common Stock,50954925,United States,35835904,Health Care,Biotechnology: Commercial Physical & Biological Resarch
QLI,Qilian International Holding Group Ltd. Ordinary Shares,112970000,China,5632,Health Care,Biotechnology: Pharmaceutical Preparations
QLYS,Qualys Inc. Common Stock,5183017884,United States,231832,Technology,EDP Services
QMCO,Quantum Corporation Common Stock,361616400,United States,170361,Technology,Electronic Components
QNRX,Quoin Pharmaceuticals Ltd. American Depositary Shares,38475415,Israel,16294,Health Care,Medical/Dental Instruments
QNST,QuinStreet Inc. Common Stock,865708832,United States,254287,Technology,Advertising
QQQX,Nuveen NASDAQ 100 Dynamic Overwrite Fund Shares of Beneficial Interest,1309805511,United States,61628,Finance,Finance Companies
QRHC,Quest Resource Holding Corporation Common Stock,105376041,United States,100263,Capital Goods,Building Products
QRTEA,Qurate Retail Inc. Series A Common Stock ,3261229129,United States,6744825,Consumer Services,Catalog/Specialty Distribution
QRTEB,Qurate Retail Inc. Series B Common Stock ,3447698434,United States,265,Consumer Services,Catalog/Specialty Distribution
QRVO,Qorvo Inc. Common Stock,16822268905,United States,1212243,Capital Goods,Industrial Machinery/Components
QSI,Quantum-Si Incorporated Class A Common Stock,893205840,United States,1247565,Health Care,Biotechnology: Pharmaceutical Preparations
QTNT,Quotient Limited Ordinary Shares,232205725,Switzerland,884419,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
QTRX,Quanterix Corporation Common Stock,1611046871,United States,416514,Health Care,Industrial Specialties
QTT,Qutoutiao Inc. American Depositary Shares,212226411,China,524660,Technology,Computer Software: Prepackaged Software
QUBT,Quantum Computing Inc. Common Stock,172608345,United States,541541,Technology,Computer Manufacturing
QUIK,QuickLogic Corporation Common Stock,68296796,United States,30498,Technology,Semiconductors
QUMU,Qumu Corporation Common Stock,36808833,United States,170380,Technology,Retail: Computer Software & Peripheral Equipment
QURE,uniQure N.V. Ordinary Shares,1344372358,Netherlands,240881,Health Care,Biotechnology: Pharmaceutical Preparations
RADI,Radius Global Infrastructure Inc. Class A Common Stock,1318353743,United States,789937,Consumer Services,Telecommunications Equipment
RAIL,FreightCar America Inc. Common Stock,61715772,United States,213863,Capital Goods,Railroads
RAIN,Rain Therapeutics Inc. Common Stock,385885157,United States,141669,Health Care,Biotechnology: Pharmaceutical Preparations
RAM,Aries I Acquisition Corporation Class A Ordinary Share,179148438,Cayman Islands,917,Finance,Business Services
RAND,Rand Capital Corporation Common Stock,42596396,United States,2007,Finance,Finance/Investors Services
RANI,Rani Therapeutics Holdings Inc. Class A Common Stock,620924031,United States,120501,Consumer Durables,Specialty Chemicals
RAPT,RAPT Therapeutics Inc. Common Stock,967337939,United States,87837,Health Care,Biotechnology: Pharmaceutical Preparations
RARE,Ultragenyx Pharmaceutical Inc. Common Stock,5288025416,United States,326956,Health Care,Biotechnology: Pharmaceutical Preparations
RAVE,Rave Restaurant Group Inc. Common Stock,27547503,United States,764057,Consumer Services,Restaurants
RAVN,Raven Industries Inc. Common Stock,2082504593,United States,215104,Capital Goods,Office Equipment/Supplies/Services
RBB,RBB Bancorp Common Stock,517965070,United States,19137,Finance,Commercial Banks
RBBN,Ribbon Communications Inc. Common Stock,875400632,United States,105231,Technology,EDP Services
RBCAA,Republic Bancorp Inc. Class A Common Stock,1121746524,United States,15618,Finance,Major Banks
RBCN,Rubicon Technology Inc. Common Stock,23845390,United States,10810,Technology,Semiconductors
RBKB,Rhinebeck Bancorp Inc. Common Stock,123473696,United States,1286,Finance,Major Banks
RBNC,Reliant Bancorp Inc. Common Stock,593445144,United States,35690,Finance,Major Banks
RCAT,Red Cat Holdings Inc. Common Stock,122927489,United States,371008,Technology,Retail: Computer Software & Peripheral Equipment
RCEL,Avita Therapeutics Inc. Common Stock,369140998,United States,63011,Health Care,Medical Specialities
RCII,Rent-A-Center Inc. Common Stock,3101315760,United States,674304,Technology,Diversified Commercial Services
RCKT,Rocket Pharmaceuticals Inc. Common Stock,1619442563,United States,348359,Health Care,Biotechnology: Pharmaceutical Preparations
RCKY,Rocky Brands Inc. Common Stock,276604540,United States,23482,Consumer Non-Durables,Shoe Manufacturing
RCM,R1 RCM Inc. Common Stock,6987298847,United States,345145,Consumer Services,Other Consumer Services
RCMT,RCM Technologies Inc. Common Stock,79678522,United States,153519,Consumer Services,Military/Government/Technical
RCON,Recon Technology Ltd. Class A Ordinary Shares,14045522,China,415725,Energy,Oilfield Services/Equipment
RDCM,Radcom Ltd. Ordinary Shares,157563313,Israel,4890,Technology,Computer peripheral equipment
RDFN,Redfin Corporation Common Stock,4527259456,United States,693734,Finance,Real Estate
RDHL,Redhill Biopharma Ltd. American Depositary Shares,133166643,Israel,1084321,Health Care,Biotechnology: Pharmaceutical Preparations
RDI,Reading International Inc Class A Common Stock,103376580,United States,14360,Consumer Services,Movies/Entertainment
RDIB,Reading International Inc Class B Common Stock,635744156,United States,5801,Consumer Services,Movies/Entertainment
RDNT,RadNet Inc. Common Stock,1521877159,United States,88348,Health Care,Medical Specialities
RDUS,Radius Health Inc. Common Stock,836536851,United States,266299,Health Care,Biotechnology: Pharmaceutical Preparations
RDVT,Red Violet Inc. Common Stock ,468176418,United States,38250,Technology,Computer Software: Prepackaged Software
RDWR,Radware Ltd. Ordinary Shares,1375361459,Israel,292760,Technology,EDP Services
REAL,The RealReal Inc. Common Stock,1509616913,United States,5149675,Consumer Non-Durables,Consumer Specialties
REDU,RISE Education Cayman Ltd American Depositary Shares,34042247,China,609485,Miscellaneous,Service to the Health Industry
REED,Reeds Inc. Common Stock,42459386,United States,865329,Consumer Non-Durables,Beverages (Production/Distribution)
REFR,Research Frontiers Incorporated Common Stock,67415343,United States,36875,Capital Goods,Industrial Machinery/Components
REG,Regency Centers Corporation Common Stock,12729686773,United States,736377,Consumer Services,Real Estate Investment Trusts
REGI,Renewable Energy Group Inc. Common Stock,2473308698,United States,321983,Basic Industries,Major Chemicals
REGN,Regeneron Pharmaceuticals Inc. Common Stock,69707233407,United States,545070,Health Care,Biotechnology: Pharmaceutical Preparations
REKR,Rekor Systems Inc. Common Stock,284092828,United States,657448,Technology,EDP Services
RELI,Reliance Global Group Inc. Common Stock,28376322,United States,409672,Finance,Specialty Insurers
RELL,Richardson Electronics Ltd. Common Stock,155189935,United States,57297,Technology,Electronic Components
RELY,Remitly Global Inc. Common Stock,4206049082,United States,275859,Technology,Computer Software: Prepackaged Software
RENT,Rent the Runway Inc. Class A Common Stock,994582407,United States,931903,Consumer Non-Durables,Department/Specialty Retail Stores
REPH,Recro Pharma Inc. Common Stock,72252529,United States,517533,Health Care,Biotechnology: Pharmaceutical Preparations
REPL,Replimune Group Inc. Common Stock,1453228697,United States,314391,Health Care,Biotechnology: Pharmaceutical Preparations
RESN,Resonant Inc. Common Stock,143906196,United States,480856,Technology,Semiconductors
RETA,Reata Pharmaceuticals Inc. Class A Common Stock,3087846521,United States,282613,Health Care,Biotechnology: Pharmaceutical Preparations
RETO,ReTo Eco-Solutions Inc. Common Shares,27855296,China,2914584,Capital Goods,Multi-Sector Companies
REYN,Reynolds Consumer Products Inc. Common Stock,6355742302,United States,180986,Capital Goods,Office Equipment/Supplies/Services
RFIL,RF Industries Ltd. Common Stock,73296365,United States,12604,Capital Goods,Electrical Products
RGCO,RGC Resources Inc. Common Stock,179890815,United States,12890,Public Utilities,Oil & Gas Production
RGEN,Repligen Corporation Common Stock,15029633452,United States,232659,Health Care,Medical/Dental Instruments
RGF,The Real Good Food Company Inc. Class A Common Stock,238422461,United States,14020,Consumer Non-Durables,Food Distributors
RGLS,Regulus Therapeutics Inc. Common Stock,34122750,United States,1549566,Health Care,Biotechnology: Pharmaceutical Preparations
RGNX,REGENXBIO Inc. Common Stock,1420365398,United States,209967,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
RGP,Resources Connection Inc. Common Stock,599684392,United States,112463,Miscellaneous,Business Services
RIBT,RiceBran Technologies Common Stock,23442783,United States,276617,Consumer Non-Durables,Specialty Foods
RICK,RCI Hospitality Holdings Inc. Common Stock,616493835,United States,33627,Consumer Services,Restaurants
RIDE,Lordstown Motors Corp. Class A Common Stock,943853734,United States,4490318,Capital Goods,Construction/Ag Equipment/Trucks
RIGL,Rigel Pharmaceuticals Inc. Common Stock,499337698,United States,884886,Health Care,Biotechnology: Pharmaceutical Preparations
RILY,B. Riley Financial Inc. Common Stock,2214110801,United States,112481,Finance,Investment Managers
RIOT,Riot Blockchain Inc.  Common Stock ,4289711624,United States,11753907,Technology,Retail: Computer Software & Peripheral Equipment
RIVE,Riverview Financial Corporation Common Stock,145391348,United States,18578,Finance,Major Banks
RIVN,Rivian Automotive Inc. Class A Common Stock,1.02E+11,United States,11508865,Capital Goods,Auto Manufacturing
RKDA,Arcadia Biosciences Inc. Common Stock,33941880,United States,309748,Basic Industries,Agricultural Chemicals
RKLB,Rocket Lab USA Inc. Common Stock,6967162664,United States,2968475,Capital Goods,Aerospace
RLAY,Relay Therapeutics Inc. Common Stock,3392586090,United States,454264,Health Care,Biotechnology: Pharmaceutical Preparations
RLMD,Relmada Therapeutics Inc. Common Stock,342727727,United States,46303,Health Care,Biotechnology: Pharmaceutical Preparations
RLYB,Rallybio Corporation Common Stock,431826797,United States,8223,Health Care,Biotechnology: Pharmaceutical Preparations
RMBL,RumbleOn Inc. Class B Common Stock,600565925,United States,72846,Capital Goods,Automotive Aftermarket
RMBS,Rambus Inc. Common Stock,2986751841,United States,543664,Technology,Semiconductors
RMCF,Rocky Mountain Chocolate Factory Inc. Common Stock,54596747,United States,3550,Consumer Non-Durables,Specialty Foods
RMGC,RMG Acquisition Corp. III Class A Ordinary Shares,591675000,United States,7405,Finance,Business Services
RMNI,Rimini Street Inc. (DE) Common Stock,603190500,United States,233468,Technology,EDP Services
RMR,The RMR Group Inc. Class A Common Stock,597251949,United States,39775,Finance,Real Estate
RMTI,Rockwell Medical Inc. (DE) Common Stock,41307621,United States,850320,Health Care,Biotechnology: Pharmaceutical Preparations
RNA,Avidity Biosciences Inc. Common Stock,1136316321,United States,157886,Health Care,Biotechnology: Pharmaceutical Preparations
RNAZ,TransCode Therapeutics Inc. Common Stock,35487579,United States,37540,Health Care,Biotechnology: Pharmaceutical Preparations
RNDB,Randolph Bancorp Inc. Common Stock,121175927,United States,892,Finance,Major Banks
RNLX,Renalytix plc American Depositary Shares,698865808,United Kingdom,77451,Health Care,Medical Specialities
RNST,Renasant Corporation Common Stock,2182510984,United States,85500,Finance,Major Banks
RNWK,RealNetworks Inc. Common Stock,58441677,United States,348625,Technology,EDP Services
RNXT,RenovoRx Inc. Common Stock,57101242,United States,548649,Health Care,Biotechnology: Pharmaceutical Preparations
ROAD,Construction Partners Inc. Class A Common Stock,1921748567,United States,210385,Capital Goods,Engineering & Construction
ROCC,Ranger Oil Corporation Class A Common Stock,600171680,United States,378739,Energy,Oil & Gas Production
ROIC,Retail Opportunity Investments Corp. Common Stock (MD),2268193147,United States,464479,Consumer Services,Real Estate Investment Trusts
ROKU,Roku Inc. Class A Common Stock,31098260571,United States,4210781,Consumer Services,Television Services
ROLL,RBC Bearings Incorporated Common Stock,6014248605,United States,89918,Capital Goods,Metal Fabrications
ROOT,Root Inc. Class A Common Stock,1063025000,United States,3632827,Finance,Property-Casualty Insurers
ROST,Ross Stores Inc. Common Stock,41048322155,United States,1546494,Consumer Services,Clothing/Shoe/Accessory Stores
ROVR,Rover Group Inc. Class A Common Stock,1968064328,United States,688231,Miscellaneous,Other Consumer Services
RPAY,Repay Holdings Corporation Class A Common Stock,1606425618,United States,662522,Technology,EDP Services
RPD,Rapid7 Inc. Common Stock,7201755903,United States,290996,Technology,Computer Software: Prepackaged Software
RPHM,Reneo Pharmaceuticals Inc. Common Stock,188552508,United States,33759,Health Care,Biotechnology: Pharmaceutical Preparations
RPID,Rapid Micro Biosystems Inc. Class A Common Stock,579762372,United States,55487,Health Care,Medical Specialities
RPRX,Royalty Pharma plc Class A Ordinary Shares ,18073823469,United States,1656895,Health Care,Biotechnology: Pharmaceutical Preparations
RRBI,Red River Bancshares Inc. Common Stock,403840200,United States,1422,Finance,Commercial Banks
RRGB,Red Robin Gourmet Burgers Inc. Common Stock,284777200,United States,233614,Consumer Services,Restaurants
RRR,Red Rock Resorts Inc. Class A Common Stock,3292067167,United States,510829,Consumer Services,Recreational Products/Toys
RSLS,ReShape Lifesciences Inc. Common Stock,32793323,United States,230778,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
RSSS,Research Solutions Inc Common Stock,63383562,United States,14108,Technology,Retail: Computer Software & Peripheral Equipment
RSVR,Reservoir Media Inc. Common Stock,502943636,United States,54947,Consumer Services,Movies/Entertainment
RTLR,Rattler Midstream LP Common Units,439362506,United States,279075,Energy,Oilfield Services/Equipment
RUBY,Rubius Therapeutics Inc. Common Stock,1165559128,United States,249894,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
RUN,Sunrun Inc. Common Stock,10219832259,United States,3565574,Capital Goods,Building Products
RUSHA,Rush Enterprises Inc. Common Stock Cl A,3088716947,United States,97138,Consumer Services,Other Specialty Stores
RUSHB,Rush Enterprises Inc. Class B,3070397813,United States,6648,Consumer Services,Other Specialty Stores
RUTH,Ruth's Hospitality Group Inc. Common Stock,620787620,United States,252637,Consumer Services,Restaurants
RVMD,Revolution Medicines Inc. Common Stock,2127346981,United States,368217,Consumer Durables,Specialty Chemicals
RVNC,Revance Therapeutics Inc. Common Stock,979999730,United States,514521,Health Care,Biotechnology: Pharmaceutical Preparations
RVPH,Reviva Pharmaceuticals Holdings Inc. Common Stock ,19768029,United States,269618,Health Care,Biotechnology: Pharmaceutical Preparations
RVSB,Riverview Bancorp Inc Common Stock,175766127,United States,8939,Finance,Major Banks
RWLK,ReWalk Robotics Ltd. Ordinary Shares,88062761,Israel,919521,Health Care,Industrial Specialties
RXDX,Prometheus Biosciences Inc. Common Stock,1180247758,United States,179035,Health Care,Biotechnology: Pharmaceutical Preparations
RXRX,Recursion Pharmaceuticals Inc. Class A Common Stock,3177069772,United States,2205793,Health Care,Biotechnology: Pharmaceutical Preparations
RXST,RxSight Inc. Common Stock,365448304,United States,53544,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
RXT,Rackspace Technology Inc. Common Stock,3270199361,United States,763375,Technology,EDP Services
RYAAY,Ryanair Holdings plc American Depositary Shares,23433732819,Ireland,379401,Transportation,Air Freight/Delivery Services
RYTM,Rhythm Pharmaceuticals Inc. Common Stock,509720684,United States,186638,Health Care,Biotechnology: Pharmaceutical Preparations
RZLT,Rezolute Inc. Common Stock (NV),84921375,United States,11266,Health Care,Biotechnology: Pharmaceutical Preparations
SABR,Sabre Corporation Common Stock,2703935134,United States,6972292,Technology,EDP Services
SABS,SAB Biotherapeutics Inc. Common Stock,386925533,United States,119558,Health Care,Biotechnology: Pharmaceutical Preparations
SAFT,Safety Insurance Group Inc. Common Stock,1191983991,United States,36759,Finance,Property-Casualty Insurers
SAGE,Sage Therapeutics Inc. Common Stock,2356928485,United States,238956,Health Care,Biotechnology: Pharmaceutical Preparations
SAIA,Saia Inc. Common Stock,9069531154,United States,333294,Transportation,Trucking Freight/Courier Services
SAL,Salisbury Bancorp Inc. Common Stock,149466434,United States,83,Finance,Savings Institutions
SALM,Salem Media Group Inc. Class A Common Stock,82845546,United States,138458,Consumer Services,Broadcasting
SAMG,Silvercrest Asset Management Group Inc. Class A Common Stock,156864728,United States,7037,Finance,Investment Managers
SANA,Sana Biotechnology Inc. Common Stock,3582161137,United States,387288,Consumer Durables,Specialty Chemicals
SANM,Sanmina Corporation Common Stock,2509405793,United States,173474,Technology,Electrical Products
SANW,S&W Seed Company Common Stock (NV),117694016,United States,111204,,Farming/Seeds/Milling
SASR,Sandy Spring Bancorp Inc. Common Stock,2285074394,United States,176000,Finance,Major Banks
SATS,EchoStar  Corporation Common Stock,2620505410,United States,304298,Technology,Radio And Television Broadcasting And Communications Equipment
SAVA,Cassava Sciences Inc. Common Stock,2322974776,United States,3560543,Health Care,Biotechnology: Pharmaceutical Preparations
SBAC,SBA Communications Corporation Class A Common Stock,38558640511,United States,428265,Consumer Services,Real Estate Investment Trusts
SBCF,Seacoast Banking Corporation of Florida Common Stock,2120991130,United States,114852,Finance,Major Banks
SBET,SharpLink Gaming Ltd. Ordinary Shares,61762996,Israel,586711,Public Utilities,Telecommunications Equipment
SBFG,SB Financial Group Inc. Common Stock,131613820,United States,1480,Finance,Major Banks
SBGI,Sinclair Broadcast Group Inc. Class A Common Stock,1861263884,United States,4964469,Consumer Services,Broadcasting
SBLK,Star Bulk Carriers Corp. Common Shares,2146011639,Greece,6828338,Transportation,Marine Transportation
SBNY,Signature Bank Common Stock,20592584050,United States,527298,Finance,Major Banks
SBRA,Sabra Health Care REIT Inc. Common Stock,3194632945,United States,2176851,Consumer Services,Real Estate Investment Trusts
SBSI,Southside Bancshares Inc. Common Stock,1415950621,United States,36955,Finance,Major Banks
SBT,Sterling Bancorp Inc. Common Stock,273938412,United States,15473,Finance,Savings Institutions
SBTX,Silverback Therapeutics Inc. Common Stock,256055406,United States,444532,Consumer Durables,Specialty Chemicals
SCHL,Scholastic Corporation Common Stock,1348871882,United States,73139,Consumer Services,Books
SCHN,Schnitzer Steel Industries Inc. Class A Common Stock,1501063886,United States,77783,Basic Industries,Steel/Iron Ore
SCKT,Socket Mobile Inc. Common Stock,38767826,United States,44363,Technology,Computer Manufacturing
SCOA,ScION Tech Growth I Class A Ordinary Shares,701507188,United Kingdom,5500,Finance,Business Services
SCOB,ScION Tech Growth II Class A Ordinary Shares,419606250,United Kingdom,2097,Finance,Business Services
SCOR,comScore Inc. Common Stock,300027175,United States,334596,Miscellaneous,Business Services
SCPH,scPharmaceuticals Inc. Common Stock,130759070,United States,26718,Health Care,Biotechnology: Pharmaceutical Preparations
SCPL,SciPlay Corporation Class A Common Stock,407799638,United States,483942,Technology,Computer Software: Prepackaged Software
SCPS,Scopus BioPharma Inc. Common Stock,50663939,United States,80895,Health Care,Biotechnology: Pharmaceutical Preparations
SCSC,ScanSource Inc. Common Stock,862950132,United States,63796,Technology,Retail: Computer Software & Peripheral Equipment
SCVL,Shoe Carnival Inc. Common Stock,1215947657,United States,222190,Consumer Services,Clothing/Shoe/Accessory Stores
SCWX,SecureWorks Corp. Class A Common Stock,1565304346,United States,126917,Technology,EDP Services
SCYX,SCYNEXIS Inc. Common Stock,184176430,United States,445920,Health Care,Biotechnology: Pharmaceutical Preparations
SDC,SmileDirectClub Inc. Class A Common Stock,403868782,United States,6723619,Health Care,Medical/Dental Instruments
SDGR,Schrodinger Inc. Common Stock,2786910478,United States,824356,Technology,Computer Software: Prepackaged Software
SDH,Global Internet of People Inc. Ordinary Shares,52489920,China,5468,Miscellaneous,Business Services
SDIG,Stronghold Digital Mining Inc. Class A Common Stock,415733712,United States,256429,Finance,Investment Bankers/Brokers/Service
SEAC,SeaChange International Inc. Common Stock,39467596,United States,247098,Technology,Radio And Television Broadcasting And Communications Equipment
SEAT,Vivid Seats Inc. Class A Common Stock,2253964401,United States,305239,Capital Goods,Industrial Machinery/Components
SECO,Secoo Holding Limited ADS,52282896,China,17679,Miscellaneous,Diversified Commercial Services
SEDG,SolarEdge Technologies Inc. Common Stock,18302527176,Israel,417295,Technology,Semiconductors
SEED,Origin Agritech Limited Common Stock,55189339,China,22124,,Farming/Seeds/Milling
SEEL,Seelos Therapeutics Inc. Common Stock,192493260,United States,6145414,Health Care,Biotechnology: Pharmaceutical Preparations
SEER,Seer Inc. Class A Common Stock,1453234327,United States,563352,Consumer Durables,Specialty Chemicals
SEIC,SEI Investments Company Common Stock,8866390395,United States,347699,Finance,Investment Bankers/Brokers/Service
SELB,Selecta Biosciences Inc. Common Stock,370943562,United States,586269,Health Care,Biotechnology: Pharmaceutical Preparations
SELF,Global Self Storage Inc. Common Stock,56648563,United States,23966,Consumer Services,Real Estate Investment Trusts
SENEA,Seneca Foods Corp. Class A Common Stock,398652918,United States,16657,Consumer Non-Durables,Packaged Foods
SENEB,Seneca Foods Corp. Class B Common Stock,395095841,United States,2,Consumer Non-Durables,Packaged Foods
SERA,Sera Prognostics Inc. Class A Common Stock,337689990,United States,4249,Health Care,Precision Instruments
SESN,Sesen Bio Inc. Common Stock,217415373,United States,3162021,Health Care,Biotechnology: Pharmaceutical Preparations
SEV,Sono Group N.V. Common Shares,1298118314,Germany,2991812,Energy,Industrial Machinery/Components
SEVN,Seven Hills Realty Trust Common Stock,151081641,United States,166088,Consumer Services,Real Estate Investment Trusts
SFBC,Sound Financial Bancorp Inc. Common Stock,113988859,United States,1846,Finance,Savings Institutions
SFET,Safe-T Group Ltd. American Depositary Share,30854001,Israel,89844,Technology,Computer Software: Prepackaged Software
SFIX,Stitch Fix Inc. Class A Common Stock,2977104489,United States,1545828,Consumer Non-Durables,Apparel
SFM,Sprouts Farmers Market Inc. Common Stock,3007407037,United States,2228899,Consumer Non-Durables,Specialty Foods
SFNC,Simmons First National Corporation Class A Common Stock,3477039804,United States,400499,Finance,Major Banks
SFST,Southern First Bancshares Inc. Common Stock,509384335,United States,4611,Finance,Major Banks
SFT,Shift Technologies Inc. Class A Common Stock,395887345,United States,2485653,Miscellaneous,Diversified Commercial Services
SGA,Saga Communications Inc. Class A Common Stock (FL),150586296,United States,5254,Consumer Services,Broadcasting
SGBX,SG Blocks Inc. Common Stock,28049283,United States,123363,Basic Industries,Metal Fabrications
SGEN,Seagen Inc. Common Stock,31670623694,United States,822733,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
SGH,SMART Global Holdings Inc. Ordinary Shares,1470933704,United States,462852,Technology,Semiconductors
SGHT,Sight Sciences Inc. Common Stock,953718736,United States,357036,Health Care,Medical Specialities
SGLB,Sigma Labs Inc. Common Stock,14225200,United States,79810,Technology,EDP Services
SGMA,SigmaTron International Inc. Common Stock,36632543,United States,48241,Technology,Electrical Products
SGML,Sigma Lithium Corporation Common Shares,851840067,Canada,214573,Capital Goods,Industrial Machinery/Components
SGMO,Sangamo Therapeutics Inc. Common Stock,1302330844,United States,1723651,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
SGMS,Scientific Games Corp Common Stock,6346656739,United States,509177,Consumer Services,Movies/Entertainment
SGRP,SPAR Group Inc. Common Stock,29559858,United States,61715,Miscellaneous,Business Services
SGRY,Surgery Partners Inc. Common Stock,4104128917,United States,275409,Health Care,Managed Health Care
SGTX,Sigilon Therapeutics Inc. Common Stock,133760539,United States,140875,Consumer Durables,Specialty Chemicals
SHBI,Shore Bancshares Inc Common Stock,401067470,United States,43074,Finance,Major Banks
SHC,Sotera Health Company Common Stock,6198709476,United States,657454,Health Care,Medical Specialities
SHCR,Sharecare Inc. Class A Common Stock,2122355407,United States,957750,Technology,Computer Software: Prepackaged Software
SHEN,Shenandoah Telecommunications Co Common Stock,1342070080,United States,115310,Public Utilities,Telecommunications Equipment
SHLS,Shoals Technologies Group Inc. Class A Common Stock,3142066960,United States,1213856,Technology,Semiconductors
